식별자	일자	언론사	기고자	제목	통합 분류1	통합 분류2	통합 분류3	사건/사고 분류1	사건/사고 분류2	사건/사고 분류3	인물	위치	기관	키워드	특성추출	본문	URL	분석제외 여부
01101001.20190613183841002	20190613	한겨레		[사설] ‘단독 국회’ 자초하는 자유한국당의 거듭된 ‘몽니’	정치>국회_정당	 정치>행정_자치		사회>사회갈등>시위			"마지노,윤소하,나경원,오신환"		"바른미래당,정의당,청와대,자유한국당,여당,더불어민주당,국회,정치개혁특위"	"단독,국회,자초,자유한국당,몽니,국회,정상화,여야,협상,막판,단계,타결,이견,자유한국당,조건,협상,자유한국당,지난주,정치개혁특위,사법,개혁,특위,재구성,요구,개최,경제,실정,청문회,조건,국회,정상화,추가,경제,청문회,요구,정치공세,총선용,협상,타결,접근,상황,자유한국당,제외,여야,4당,국회,소집,원내대표,나경원,자유한국당,여당,국회,목적,추경,경제,청문회,수용,청와대,여당,정책,집행자,자격,자인,한시,자체,추경,논의,경제,상황,진단,긴급처방,와중,2년,경제정책,공과,정략,얘기,민생,관심,정부여당,흠집,골몰,비판,의지,국회,정상화,의심,원내대표,오신환,바른미래당,주말,마지노선,합의,바른미래당,단독,역할,단독,소집,포함,정상화,행동,생각,더불어민주당,단독,국회,소집,검토,정의당,윤소하,원내대표,국회,중앙,국회,정상화,요구,농성,만큼,정당,6월,국회,소집,협상,타결,국회,정상화,자유한국당,몽니,다음주,정상화,4당,결단,자유한국당,반대,일관,정부여당,곤경,내년,총선,유리,착각,야당,투쟁,자유한국당,정치,계산,민생,경제,외면,국민,심판,국민,시선,직시"	"자유한국당,정상화,청문회,원내대표,바른미래당,4당,정부여당,재구성,총선용,오신환,몽니,나경원,긴급처방,마지노선,집행자,경제정책,만큼,정치개혁특위,정의당,정치공세,더불어민주당,청와대"	"국회 정상화를 위한 여야 협상이 막판 초읽기 단계에서 좀처럼 타결되지 못하고 있다. 이견이 좁혀질 때마다 자유한국당이 또다른 조건을 내걸면서 협상이 꼬이고 있다고 한다. 자유한국당은 지난주엔 정치개혁특위와 사법개혁특위 재구성을 요구하더니, 이번엔 ‘경제실정 청문회 개최’를 국회 정상화 조건으로 추가로 내놓았다. 난데없는 경제 청문회를 요구하는 건 총선용.."	http://www.hani.co.kr/arti/opinion/editorial/897819.html	
01200101.20190606214826002	20190606	경기일보	경기일보	[사설] 아직도 정신 못차린 자유한국당	정치>행정_자치	 정치>국회_정당	 정치>청와대	사회>사회갈등>시위			"민경욱,퍼레이드,정용기,황교안,김훈"	한국	"차린,바른미래당,민주평화당,민주당,자유한국당,집권당,더불어민주당,경기일보,국회,대한민국,한국당,지지자"	"정신,자유한국당,막장,식물국회,여당,더불어민주당,일방적,상정,패스트,트랙,안건,원인,와중,상대,진영,겨냥,막말,막말,한국당,양산,망언,괴물,집단,세월호,유가족,폄하,발언,달창,사태,정용기,정책위원장,김정은,민경욱,대변인,헝가리,참사,골든타임,3분,막말,퍼레이드,황교안,대표,경고,발언도,소용,리더십,한계,정권,실정,편승,무책임,안일,인식,이성,상실,집단,국민들,대선,지방선거,자유한국당,수권,정당,능력,모습,결국,나물,임시,봉합,중환자,증명,4월,국회,빈손,5월,국회,대한민국,입법기능,사실상,마비,장외투쟁,장외투쟁,농성,현실정치,한국당,선거법,협상,제1야당,무시,민주당,원내대표,바른미래당,민주평화당,상황,종전,변화,국민들,여당,독주,기류,막말,양산,자유한국당,시선,한국당,국민,국회,복귀,민생법안,처리,협상,병행,성숙,모습,집권당,선거제,수사권,개혁안,4당,이견,추진력,상실,현실,직시,의석수,확대,군소,야당,공수처,신설,조정,검경,수사권,담합,국회,파행,본질,패스트,트랙,상정,절차적,법리적,정치적,결여,이성적,논리적,접근,국민들,지지,막말,극소수,지지자들,중도층,이탈,한국당,전략,정치력,얼치기,집단,민심,상대,진영,공격,흠집,하책,하책,나라,경제,파탄,외교,안보,국방,위기,원인,집권층,실정,나라,안위,미래,수권정당,능력,역할,한국당,국민들,의구심,비판,품격,언어,대안,국민,납득,환영,구체,정책,작가,소설가,김훈,한국사회,악다구니,쌍소리,욕지거리,사회,가래침,서로,공격,여야,정치인,요즘,자유한국당,의원들,명심,경기일보,www.kyeonggi.com,무단전재,재배포금지"	"한국당,막말,자유한국당,수사권,국민들,양산,장외투쟁,4당,김훈,무책임,소설가,헝가리,검경,하책,세월호,진영,무단전재,바른미래당,발언도,원내대표,정책위원장,민주평화당,경기일보,정용기,김정은,민주당,중환자"	"막장 식물국회가 이어지는 데에는 여당인 더불어민주당의 일방적인 패스트트랙 안건 상정에 그 원인이 있다. 이 와중에 상대 진영을 겨냥한 막말은 극에 달하고 있다. 최근 막말은 주로 한국당에서 양산하고 있다. 

5ㆍ18 괴물집단 망언, 세월호 유가족 폄하 발언, ‘달창’ 사태에 이어 정용기 정책위원장의 ‘김정은 치켜세우기’, 민경욱 대변인의 ‘헝가리 참사.."	www.kyeonggi.com/news/articleView.html?idxno=2112057	
01100901.20190603000726001	20190603	중앙일보		[사설] 막말 혐오 대신 자유한국당의 대안을 듣고 싶다	정치>청와대	 정치>외교	 정치>북한				"김정,김,문재인,김혁철,황,정용기,황교안,국무위원장,강효상"	"헝가리,미,북한,한"	"정책위의장,민주당,자유한국당,골든타임,한국갤럽,더불어민주당,혐오 대신,페이스북,한국당,지지자,국무위"	"막말,혐오,자유한국당,대안,막말,바이러스,감염,당직자들,막말,정책위의장,자유한국당,정용기,국회의원,지난달,당협위원장,연석회의,국무위원장,김정은,북한,야만성,몸서리,야만성,불법성,비인간성,문재인,대통령,지도자,김정은,우위설,주장,위원장,김혁철,국무위,대미,특별,대표,처형설,거론,신상필벌,규정,외교,안보,진용,경질,대통령,신상필벌,위원장,사실,확인,사실,전제,외교관,처형,사실,신상필벌,대통령,김정은,대통령,비난,한국당,김정은,무리수,비약,대변인,이날,민경욱,페이스북,일반인들,강물,골든타임,3분,헝가리,유람선,침몰,사고,가용,외교,채널,총동원,헝가리,협력,중요,속도,지시,대통령,겨냥,대변인,대형,재난,순간,참사,정부,대통령,한국당,근래,상습,막말,스스로,지지율,5,괴물집단,5,북한군,개입,폭동,2월,5,세월,유족들,4월,세월호,망언,달창,발언,5월,발언,대통령,지지자,폄훼,수준,월례,행사,얼마,얼마,강효상,의원,정상,통화,정상,방법,입수,구걸,외교,비난,역풍,사건,구설,본질,한국갤럽,지난주,정당지지율,더불어민주당,39%,,22%,턱밑,민주당,추월,17%포인트,막말,한마디,중간층,마음,중도,확장성,야당,존재,권력,감시,견제,대통령,비판,직무유기,비판,제대로,김정은,사실관계,품격,언어,대안,제시,황교안,대표,민생,투쟁,대장정,자리,민생,현장,지옥,지옥,논란,민생,현장,사실,한국당,민생,정책,대안,비판,대표,처지,혐오,막말,미래,민생,대안"	"막말,김정은,한국당,헝가리,위원장,자유한국당,신상필벌,대변인,지지율,대장정,국무위,강물,유족들,민경욱,야만성,유공자,강효상,세월호,정용기,폄훼,지지자"	"마치 ‘막말 바이러스’에라도 감염된 것일까. 그렇지 않으면 주요 당직자들이 돌아가면서 이런 막말을 쏟아내진 못할 것이다. 
 
 자유한국당 정용기 정책위의장은 지난달 31일 국회의원 당협위원장이 모인 연석회의에서 “김정은 북한 국무위원장의 야만성에는 몸서리가 쳐지지만, 그런 야만성 불법성 비인간성을 뺀다면 문재인 대통령보다 지도자로서 더 나은 면도 있는.."	https://news.joins.com/article/olink/23078786	
01101001.20190531184906001	20190531	한겨레		"[사설] 자유한국당, ‘막말’ 그만하고 국회 돌아와 민생 챙겨야"	정치>행정_자치	 정치>국회_정당	 정치>외교				"문재인,정,나경원,정용기,황교안,김정은,국무위원장"	"하노이,대한민국,북한"	"바른미래당,정책위의장,민주당,자유한국당,지도부,더불어민주당,국회,자유민주,북한,미 정상회"	"자유한국당,막말,국회,민생,5월,국회,빈손,정치권,6월,국회,정상화,접점,대치,와중,국무위원장,김정은,북한,문재인,대통령,자유한국당,정책위의장,막말,정국,경색,심화,국회,외면,막말,반복,행태,따름,정책위의장,정용기,자유한국당,국회의원,당협위원장,연석회의,북한,하노이,정상회담,책임자,숙청,언론,보도,근거,나라,신상필벌,김정은,위원장,문재인,대통령,발언,자유민주주의,국가,대한민국,대통령,3대,세습,일당,독재,국가,북한,비하,동시,선거,대통령,국민,모독,황교안,대표,측면,사과,발언,파악,발언,의장,제1,야당,정책,총괄,지도부,자격,의심,자유한국당,의장,징계,조치,더불어민주당,발언,의장,반발,정국,정상,걸림돌,작용,민주당,이날,자유한국당,바른미래당,회담,3당,원내대표,제안,자유한국당,불응,무산,원내대표,나경원,자유한국당,민주당,국회,파탄,뗑깡,패스트트랙,철회,국회,강경,발언,여야,4당,선거법,개혁입법,패스트,트랙,지정,정치,논란,합법,절차,자유한국당,국회법,물리적,저지,만큼,책임,패스트,트랙,철회,조건,합리,현실적,자유한국당,제외,여야,4당,6월,국회,소집,내년,4월,총선,일정,국회,1년,자유한국당,막말,강변,국회,민생"	"자유한국당,막말,패스트트랙,김정은,원내대표,위원장,정상화,민주당,정상회담,국회의원,4당,하노이,3당,정용기,나경원,문재인,정책위의장,황교안,지도부,개혁입법,책임자,만큼"	5월 국회를 ‘빈손’으로 흘려보낸 정치권이 ‘6월 국회’ 정상화 문제에서도 접점을 찾지 못한 채 대치를 계속하고 있다. 이 와중에 “김정은 북한 국무위원장이 문재인 대통령보다 낫다”는 자유한국당 정책위의장의 도를 넘은 막말까지 나오면서 정국 경색이 더욱 심화되고 있다. 국회는 외면한 채 밖에서 ‘막말’을 반복하는 행태가 언제까지 계속될지 답답할 따름이다..	http://www.hani.co.kr/arti/opinion/editorial/896196.html	
01101001.20190524181806001	20190524	한겨레		"[사설] 자유한국당, 조건 없는 ‘국회 복귀’ 결단하길"	정치>행정_자치	 정치>국회_정당		사회>사회갈등>시위			"황,황교안"	"광화문,서울"	"바른미래당,민주당,자유한국당,더불어민주당,지도부,교섭단,국회"	"자유한국당,조건,국회,복귀,결단하길,더불어민주당,자유한국당,바른미래당,여야,3당,교섭단체,원내,수석,부대표,정상화,국회,접점,원내대표,회동,건의,상황,원내대표들,해법,대치정국,해결책,더불어민주당,자유한국당,생각,5월,국회,빈손,가까이,자유한국당,지난달,여야,4당,선거법,개혁입법,신속,처리,안건,패스트트랙,지정,반발,장외,국회,개점휴업,미세먼지,산불,대책,추가경정예산안,달째,상정,정치권,국회,정상화,지혜,자유한국당,장외투쟁,조건,국회,방안,고민,자유한국당,광화문,서울,대규모,집회,3주,민생,투쟁,대장정,마무리,황교안,대표,중심,그간,장외투쟁,안팎,효과,지지층,결집,요인,중도층,이탈,작용,대표,모내기,유림들,큰절,군부대,방문,행보,장외,개인,행보,대표,눈앞,지지층,성원,확인,민생,대선,행보,장외투쟁,도움,자유한국당,조건,국회,복귀,사과,패스트,트랙,지정,철회,관련자,고소,고발,취하,연목구어,목적,수단,불가능,4당,패스트,트랙,지정,국회법,합법,절차,물리적,저지,자유한국당,국회법,위반,야당,협상,법적,정치적,무작정,요구,민주당,의원들,의총,국회,정상화,사과,유감,표명,제동,자유한국당,민생,아랑곳,장외투쟁,대선,행보식,투쟁,국민,비판,대표,자유한국당,지도부,조건,국회,복귀,대승,결단"	"자유한국당,장외투쟁,4당,패스트트랙,지지층,대장정,국회법,정상화,3주,서울,중도층,교섭단체,더불어민주당,불가능,행보식,무작정,추가경정예산안,민주당,연목구어,달째"	"더불어민주당, 자유한국당, 바른미래당 등 여야 3당 교섭단체 원내수석부대표들이 24일 국회 정상화를 위해 만났지만 접점을 찾지 못하고 원내대표 회동을 건의하기로 했다. 지금 상황에선 원내대표들이 만난다고 해서 해법을 찾을 것 같지 않다. 대치정국 해결책에 대한 더불어민주당과 자유한국당의 생각이 너무 다르기 때문이다.

 5월 국회가 한달 가까이 ‘빈손’.."	http://www.hani.co.kr/arti/opinion/editorial/895246.html	
01101101.20190514050620002	20190514	한국일보		"[사설] 靑과 자유한국당, 지금이 회담 형식 따질 땐가"	정치>청와대	 정치>행정_자치	 정치>선거				"문재인,나경원,황,황교안"		"청와대,자유한국당,신한반도,교섭단,한국당"	"자유한국당,회담,형식,땐가,문재인,대통령,집권,3년,수석,보좌관,회의,주재,2년,평가,어조,정치권,비판,파장,예상,대표회담,청와대,여야,재개,여야정,상설,협의체,형식,의제,청와대,자유한국당,줄다리기,싸움,대통령,가세,청와대,대표회담,여야,5당,제의,여야정,협의체,한국당,대통령,황교안,대표,1대,회담,국회,교섭,단체,3당,협의체,역제안,상태,만큼,청와대,대통령,발언,취지,설명,야당,불필요,시비,자제,대통령,포용국가,이날,혁신,포용,국가,신한반도,체제,국정,비전,제시,촛불,정치권,모습,분단,정치,이용,이념,잣대,당부,대립,정치,미래,막말,국민,혐오,국민,극단적,분열,정치,국민,희망,민심,투쟁,대장정,한국당,대표,한국당,연일,정부,좌파독재,막말,나경원,원내대표,비속어,달창,운운,논란,지목,대통령,발언,대화,당장,여야,찬물,청와대,5당,대표회담,원칙,1대,회담,대표,거부,빌미,5당,회담,개별,회담,검토,한국당,개별회담,5당,회담,주장,패스트,트랙,철회,여권,양보,고집,사전,조율,개별,회담,한국당,굿판,청와대,거부감,이해,국회,제대로,정치,회담,선후,형식,유불리,만큼,여유,청와대,여당,국민,한국당,장외,투쟁,국민,염증,시간문제,한국당,총선,대선,준비,여권,국정,성과,당장,조건,정치,복원"	"청와대,한국당,여야정,협의체,5당,정치권,막말,만큼,대장정,1대,대표회담,불필요,3당,역제안,자유한국당,달창,비속어,보좌관,좌파독재,신한반도"	문재인 대통령이 어제 집권 3년 차 첫 수석ㆍ보좌관 회의를 주재하며 지난 2년의 평가와 함께 향후 과제를 밝히는 가운데 강한 어조로 정치권을 비판해 파장이 예상된다. 청와대 여야 대표회담과 여야정 상설협의체 재개의 형식과 의제를 둘러싼 청와대와 자유한국당의 줄다리기와 기 싸움에 문 대통령이 가세했으니 말이다. 청와대의 여야 5당 대표회담 및 여야정 협의..	http://www.hankookilbo.com/news/npath/?did=KP	
01500801.20190429081903001	20190429	영남일보	뉴미디어부기자 ynnews@yeongnam.com	"[사설] 자유한국당의 저항은 이유가 있다, 새겨들어야"	사회>사회일반	 정치>국회_정당	 정치>행정_자치					"울진,서울,수도권"	"정의당,바른미래당,한국정,민주평화당,자유한국당,검찰,더불어민주당,사법부,고위공직자비리수사처"	"자유한국당,저항,정치권,극한대립,핵심,선거제도,개편,법안,고위,공직자,비리,수사처,설치,찬반,사안,국민,숙지도,선거법,개정,지역구,국회의원,비례대표,300명,국회의원,정수,지역구,의원,253석,225석,28석,비례대표,47석,75석,비례대표,정당,사표,死票,구제,소수정당,대표성,보완,취지,전문가,진출,통로,명분,한국정치,역사,비례대표,국회의원,지역구,국회의원,능가,증거,국회의원,인구,비례,근거,지역,대표,헌법기관,국회의원,지역구,현실적,밀집지역,수도권,인구,밀집,지역,편중,영양,영덕,봉화,울진,서울,지역구,대표,배출,상황,지역구,인구,지역,희생,가능성,더불어민주당,정의당,민주평화당,바른미래당,범여권,비례대표,방식,치명,약점,비례,공식,선거결과,지역,방지,권역,연동,석패율제,가미,정치,이해도,수학공식,국민들,설득력,부재,자리,정치,rule,단순,고위공직자비리수사처,숙의기간,수사,대상,대통령,국회의원,차치,근본적,대통령중심제,국가,공적,기구,수사,감시기능,기구,설치,출발,결국,대통령,권력,국민신뢰,사법부,검찰,경찰,민주성,투명성,특정,기구,설치,해결,검찰,경찰,정치,중립성,장치,마련,사법부,민주정치,기본,원리,삼권,분립,정신,지속적,도모,현명,대안,선거,당장,내년,정권투쟁,이해득실,나라,정치제도,설계,국가미래,생각,모색,제1야당,자유한국당,주장,외침"	"지역구,국회의원,비례대표,고위공직자비리수사처,사법부,자유한국당,대통령중심제,중립성,숙지도,수사처,수도권,이해득실,전문가,극한대립,정치제도,정의당,석패율제,정치권,민주평화당,더불어민주당,영덕,봉화,석패율,소수정당,死票,제1야당,선거제도,한국정치"	"정치권이 극한대립을 이어가고 있다. 핵심은 선거제도 개편과 고위공직자비리수사처 설치 법안이다. 찬반이 엇갈리지만, 이번 사안에 대한 ‘국민적 숙지도’가 낮다는 점은 분명 문제가 있다.



우선 선거법 개정에서 지역구 국회의원을 줄이고 비례대표를 늘리는 안이다. 국회의원 정수 300명을 그대로 두고, 지역구 의원을 253석에서 225석으로 28석 줄이고.."		
01101001.20190428185834002	20190428	한겨레		[사설] ‘밥그릇 지키기’가 ‘반독재 투쟁’이라는 자유한국당	정치>행정_자치	 정치>국회_정당	 정치>선거	범죄>범죄일반>유괴/납치	 사회>사회갈등>시위		"나경원,채이배,황교안,김정은"	"광화문,서울"	"고위공직자범죄수사처,민주당,더불어민주당,호남 지역구,비대위,국회,자유민주,상임위,바른미래당,법사위,자유한국당,새누리당,한국당"	"밥그릇,반독재,투쟁,자유한국당,자유한국당,27일,광화문,집회,독재,타도,헌법,수호,전면,황교안,대표,야만,행위,국회,정의,투쟁,한국당,자녀들,김정은,독재자,궐기,나경원,원내대표,좌파독재,타도,자유민주주의,국회,난장판,반독재,투쟁,주장,염치,견강부회,적반하장,자유한국당,여야,4당,선거법,개정안,고위공직자범죄수사처법,법안,검경,수사,조정,신속처리안건,패스트트랙,지정,음모,좌파,독재,나흘,회의장,봉쇄,국회선진화법,무용지물,원내대표,기자회견,불법,저항,단순,연좌,시위,법적,주장,합리화,자유한국당,국회,회의장,의안과,점거,집기,법안,탈취,파손,의원,채이배,바른미래당,감금,국민,패스트트랙,2012년,국회선진화법,명시,합법,절차,2013년,회의,방해죄,5년,징역,1천만,벌금형,재물,손괴,서류,손상,행위,7년,징역,2천만,벌금형,엄단,처벌,규정,마련,스스로,무력화,정의,투쟁,운운,합리화,자가당착,자유한국당,불법행위,여야,4당,선거법,개정안,관행,여야,합의,주장,정치,선동,자유한국당,더불어민주당,선거법,개정,미온적,대처,3당,농성,12월,연동,비례대표제,합의문,여야,5당,서명,원내대표,서명,당사자,일관,여야,4당,지역구,비례대표,75석,비례대표제,권역별,연동,합의,비례대표,어깃장,협의,불응,여야,4당,민주당,자유한국당,의석수,민주당,서울,호남,지역구,불만,유권자,선택,의석수,제대로,반영,국민,요구,민주당,측면,선거법,개정안,패스트트랙,상임위,법사위,최장,협상,얼마,자유한국당,입장,반영,자유한국당,행위,반독재,투쟁,의원들,밥그릇,사수,제1야당,기득권,투쟁,불법행위,합리화,국민,기망,정치,선동,중단"	"자유한국당,민주당,원내대표,회의장,지역구,선거법,비례대표제,국회선진화법,벌금형,패스트트랙,비례대표,권역별,개정안,의석수,반독재,합리화,4당,불법행위,법사위,상임위,독재자,기자회견,채이배,박근혜,바른미래당,밥그릇,2천만,1천만,5당"	"자유한국당이 27일 열린 광화문 집회에서 ‘독재 타도, 헌법 수호’를 전면에 내걸었다. 황교안 대표는 “야만 행위를 국회에서 못 하도록 막는 정의로운 투쟁을 한국당이 하고 있다”며 “자녀들이 김정은 같은 독재자 밑에서 살아가지 않도록 궐기할 때”라고 외쳤다. 나경원 원내대표는 “좌파독재를 타도하고 자유민주주의를 지켜내겠다”고 했다. 국회를 난장판으로 만.."	http://www.hani.co.kr/arti/opinion/editorial/891850.html	
01600501.20190422100109001	20190422	무등일보		사설(상) 5 18 망언 의원 징계쇼 보여준 자유한국당	정치>행정_자치	 정치>국회_정당	 정치>선거				"이종명,김순례,정지,김진태"	광주	"바른미래당,정의당,민주평화당,5·18,자유한국당,5·18 기념재단,의원총회,더불어민주당,국회,중앙윤리위원회,한국당,윤리위"	"사설,5,자유한국당,자유한국당,꼼수,징계,국민,공분,5,징계,달여,최종적,징계,수위,솜방망이,한국당,중앙윤리위원회,18망언,망언,논란,김순례,의원,3개월,당원권,정지,3개월,국회,공청회,망언,김진태,의원,경고,처분,김순례,의원,3개월,당원권,정지,3개월,사안,제명,조치,이종명,의원,징계,김진태,의원,경고,윤리위,수준,징계,김의원,망언,징계,여론,전당대회,2월,27일,출마,논의,이종명,의원,제명,결정,최종,처리,의원총회,제적의원,동의,가능성,사실상,유명무실,징계,한국당,징계쇼,5,5월,3단체,성명서,한국당,전당대회,후보자,피선거권,보장,징계,정지,당원권,3개월,경고,국민,우롱,한국당,5,세월호,망언,폭언,국민,마음,징계,정치쇼,한국당,용서,강조,더불어민주당,바른미래당,민주평화당,정의당,여야,4당,비판,비운,역사,책임,정당,과거,반성,과거,용기,정당,스스로,고백,국민들,가슴,생채기,지적,국민들,박탈,국회의원,자격,철저,단죄,요구,한국당,꼼수,국민,광주,시민,기만,가관,대표,5,추진,광주,시민,민주영령,국민들,인면수심,작태"	"한국당,징계쇼,3개월,꼼수,국민들,전당대회,당원권,국회의원,이종명,광주,기념재단,기념식,김순례,달여,자유한국당,김의원,김진태,정의당,4당,민주평화당,바른미래당,더불어민주당,가능성,사실상,3단체,피선거권,인면수심"	"자유한국당이 꼼수 징계쇼를 이어가고 있다. 국민적 공분을 산 5 18망언 의원들의 징계를 두달여간이나 질질 끌더니 최종적으로 내린 징계 수위는 솜방망이에 불과했다. 
한국당 중앙윤리위원회는 지난 19일 ‘5 18망언’으로 논란이 된 김순례 의원에게 당원권 정지 3개월, 국회에서 공청회를 열어 망언의 판을 깔아준 김진태 의원은 ‘경고’ 처분을 내렸다. 김.."	http://www.honam.co.kr/news_view.php?n=581792&tmp=20190422&s=10	
01101101.20190420050436001	20190420	한국일보		"[사설] 자유한국당, 5ㆍ18 망언 두 달이나 뭉개다 솜방망이 징계인가"	정치>행정_자치	 정치>국회_정당	 사회>사회일반				"김,이종명,김순례,차명진,문재인,정진석,지만원,황교안,김진태"	"중앙아시아,광주"	"윤리위원회,조사위원회,자유한국당,태극기,의원총회,지도부,더불어민주당,국회,5ㆍ18 진상규명,5ㆍ18,윤리위,한국당"	"자유한국당,망언,솜방망이,징계,자유한국당,윤리위원회,최고위원,망언,김순례,김진태,의원,3개월,당원권,정지,3개월,경고,경징계,김순례,의원,여부,최고위원직,유지,지도부,자리,유지,전망,국민,공분,징계,가까이,징계,미흡,수준,윤리위,5주기,세월호,참사,5주기,전후,막말,논란,정진석,의원,차명진,의원,소명,절차,최고위원,2월,국회,진상규명,대국민,공청회,유공자,괴물집단,비하,원색적,발언,여론,질타,의원,공청회,공동,주최,개입설,북한군,주장,지만원,극우,평론가,옹호,한국당,사과,회피,여론,공분,이종명,의원,제명,김순례,김진태,의원,전당대회,징계,유보,결과,국민,요구,솜방망이,처벌,태극기,부대,극우세력,결집,도움,소극적,대처,느낌,한국당,전체회의,이날,윤리위,기념일,광주민주화운동,판단,황교안,대표,중도,보수,외연,확장,광주,다음달,민주,운동,기념식,참석,계획,한국당,징계,진정성,제명,처분,이종명,의원,의원들,세월호,막말,의원,응분,책임,윤리위,징계,의원총회,추인,무용지물,상태,사실상,태업,진상규명,조사위원회,활동,적극,협력,더불어민주당,문재인,대통령,중앙아시아,출국,5ㆍ18,조사위,구성,마무리,당부,자격,미달,탈락,한국당,추천,위원,임명,개정,한국당,징계,여론,단행,징계쇼,증명"	"한국당,세월호,막말,김순례,진상규명,공청회,다음달,솜방망이,평론가,중앙아시아,사실상,3개월,광주민주화운동,최고위원,당원권,5주기,북한군,유공자,최고위원직,윤리위원회,이종명,자유한국당"	자유한국당이 19일 윤리위원회를 열어 5ㆍ18 망언 관련 김순례 최고위원과 김진태 의원에게 ‘당원권 정지 3개월’과 ‘경고’의 경징계를 내렸다. 김순례 의원의 최고위원직 유지 여부는 지도부에 맡겨 자리를 유지할 것이라는 전망이 나온다. 국민적 공분에도 불구하고 두 달 가까이 징계를 미루며 버티다 내린 징계치고는 미흡한 수준이 아닐 수 없다. 윤리위는 또..	http://www.hankookilbo.com/news/npath/?did=KP	
01101001.20190416184816001	20190416	한겨레		"[사설] 끝없는 ‘세월호 망언’, 자유한국당 본색인가"	정치>행정_자치	 사회>사회일반		사고>산업사고>붕괴			"차명진,박근혜,김재원,안상수,전,정진석,황교안,김진태"	적나라	"자유한국당,공보실,페이스북,특조위,희생자,페이스북 글"	"세월,망언,자유한국당,본색,304명,목숨,5주기,세월호,참사,5주기,잔인,4월,희생자,가족,잔인,5년,가슴,자유한국당,현직,의원들,막말,정쟁,도구,활용,막말,인간성,회복,차명진,국회의원,페이스북,사과,세월호,희생자,가족,비난,용서,황교안,대표,박근혜,대통령,책임자,세월호,사고,고발,흥분,나머지,세월호,희생,정치적,악용,격분,변명,자식,죽음,진짜,저주,막말,감정,실수,포장,사과,1시간,김문수,티브이,TV,출연,페이스북,후회,세월호,참사,재난대응,붕괴,정부,총체적,무능,무책임,진상규명,책임자,처벌,요구,희생자,가족,자유한국당,의원들,5년,막말,김재원,의원,세월,특조위,세금도둑,2015년,1월,김진태,의원,세월호,인양,사람,4월,인양,요구,비난,차명진,의원,망언,이튿날,의원,자유한국당,정진석,세월호,안상수,의원,아이들,댓글,동조,파문,확산,황교안,대표,공보실,유감,진심,사죄,말씀,입장문,자유한국당,세월호,5,운동,폄훼,발언,빈발,우연이,사실상,방조,규합,반문재인,세력,망언,정치공세,하나로,치부,분위기,당내,가족들,세월호,희생자,가족,5년,고통,공감,상처,행태,이젠,인간,예의,공동체,책임,황교안,대표,사과,징계,망언,반복"	"세월호,자유한국당,막말,희생자,페이스북,황교안,차명진,책임자,의원들,사실상,무책임,반문재인,특조위,5주기,정진석,이젠,폄훼,빈발,공동체,우연이,하나로,김문수"	"304명의 생때같은 목숨을 앗아간 세월호 참사 5주기, 그 잔인한 4월이 희생자 가족들에게 올해 더 잔인하게 찾아왔다. 지난 5년 동안 세월호 희생자 가족의 가슴을 후벼파온 자유한국당 전 현직 의원들이 또 막말을 쏟아냈다. 죽은 이의 ‘뼈까지 발라’ 정쟁의 도구로 활용하려는 게 아니라면, 막말을 멈추고 인간성을 먼저 회복하길 바란다.

 차명진 전 국회.."	http://www.hani.co.kr/arti/opinion/editorial/890274.html	
